Report Date,Reported For Date,Weight Range,Head Count,Average Weight,Price Range Low,Price Range High,Weighted Average Price
3/6/2019,3/5/2019,400-449,"1,184",426,31,51.25,41.56
3/6/2019,3/5/2019,450-499,"1,793",474,32,52,46.49
3/6/2019,3/5/2019,500-549,"1,652",524,36.17,52.89,49.19
3/6/2019,3/5/2019,550/up,925,586,43.5,53.59,50.77
3/5/2019,3/4/2019,300-399,977,367,18.5,48.25,37.71
3/5/2019,3/4/2019,400-449,"1,039",426,27,51.25,42.97
3/5/2019,3/4/2019,450-499,"1,506",474,31,52.65,46.93
3/5/2019,3/4/2019,500-549,"1,095",523,32,54.94,48.33
3/5/2019,3/4/2019,550/up,896,585,32,57.24,49.74
3/4/2019,3/1/2019,300-399,"1,116",372,25,46.75,37.9
3/4/2019,3/1/2019,400-449,"1,251",425,25,50.25,39.02
3/4/2019,3/1/2019,450-499,"1,217",472,31.5,51,46.25
3/4/2019,3/1/2019,500-549,"1,626",525,43.93,52.95,49.57
3/4/2019,3/1/2019,550/up,890,585,43.93,55.01,49.57
3/1/2019,2/28/2019,300-399,"1,356",367,29.5,45.75,36.18
3/1/2019,2/28/2019,400-449,"1,403",425,25,50.25,37.8
3/1/2019,2/28/2019,450-499,"1,655",475,24.5,51,43.36
3/1/2019,2/28/2019,500-549,"1,947",523,31.39,52,48.03
3/1/2019,2/28/2019,550/up,841,589,32.14,52.3,48.88
2/28/2019,2/27/2019,300-399,"1,518",368,21.86,44.5,36.68
2/28/2019,2/27/2019,400-449,"1,695",425,21.86,45.98,38.53
2/28/2019,2/27/2019,450-499,"1,758",475,30,50,44.05
2/28/2019,2/27/2019,500-549,"1,564",522,30,51.88,46.82
2/28/2019,2/27/2019,550/up,631,587,41,51.16,48.46
2/27/2019,2/26/2019,300-399,"1,212",370,22.5,39.28,34.19
2/27/2019,2/26/2019,400-449,922,425,22,48.25,36.92
2/27/2019,2/26/2019,450-499,"1,487",476,27,49.74,43.93
2/27/2019,2/26/2019,500-549,"1,436",522,30.5,51.13,46.88
2/27/2019,2/26/2019,550/up,887,588,39,53.25,48.3
2/26/2019,2/25/2019,300-399,"1,176",365,22,43.5,34.43
2/26/2019,2/25/2019,400-449,766,425,23,47.25,38.14
2/26/2019,2/25/2019,450-499,"1,236",477,27,48,43.63
2/26/2019,2/25/2019,500-549,"1,389",524,40,51.75,45.67
2/26/2019,2/25/2019,550/up,812,582,42.57,49.5,46.82
2/25/2019,2/22/2019,300-399,"1,293",377,22,43,32.7
2/25/2019,2/22/2019,400-449,"1,068",425,21,46.25,34.11
2/25/2019,2/22/2019,450-499,"1,314",475,22,47,41.48
2/25/2019,2/22/2019,500-549,"1,826",525,40,50.9,45.58
2/25/2019,2/22/2019,550/up,678,590,41,50.64,45.97
2/22/2019,2/21/2019,300-399,"1,017",369,22,44,33.94
2/22/2019,2/21/2019,400-449,"1,204",426,27.5,46.25,35.62
2/22/2019,2/21/2019,450-499,"1,839",474,28,47,41.3
2/22/2019,2/21/2019,500-549,"1,230",525,28,48,42.79
2/22/2019,2/21/2019,550/up,"1,023",589,40.73,49.6,45.6
2/21/2019,2/20/2019,300-399,"1,434",372,21,40.75,32.32
2/21/2019,2/20/2019,400-449,"1,714",426,21.03,45.25,33.96
2/21/2019,2/20/2019,450-499,"1,749",476,27,46,39.83
2/21/2019,2/20/2019,500-549,"1,173",523,30.22,47,42.57
2/21/2019,2/20/2019,550/up,"1,221",584,38,48.88,44.44
2/20/2019,2/19/2019,300-399,"1,411",368,20,41,33.1
2/20/2019,2/19/2019,400-449,"1,230",426,20,45.25,35.65
2/20/2019,2/19/2019,450-499,"1,456",475,22,47,39.43
2/20/2019,2/19/2019,500-549,"1,801",523,27,48.5,42.56
2/20/2019,2/19/2019,550/up,924,587,32.97,48.5,43.81
2/19/2019,2/18/2019,300-399,736,372,20,42,32.47
2/19/2019,2/18/2019,400-449,"1,327",427,20,44.25,33.72
2/19/2019,2/18/2019,450-499,"1,180",473,21,45,38.06
2/19/2019,2/18/2019,500-549,"1,385",523,36,46,41.26
2/19/2019,2/18/2019,550/up,"1,429",589,38.13,46,40.73
2/18/2019,2/15/2019,300-399,989,375,19,40,33.01
2/18/2019,2/15/2019,400-449,"1,529",425,19,43.75,32.04
2/18/2019,2/15/2019,450-499,"1,735",475,26,44.5,38.6
2/18/2019,2/15/2019,500-549,"2,006",523,26,46,40.9
2/18/2019,2/15/2019,550/up,809,585,38.79,48,41.12
2/15/2019,2/14/2019,300-399,"1,233",367,19,41,31.42
2/15/2019,2/14/2019,400-449,"1,248",425,20,42.75,32.15
2/15/2019,2/14/2019,450-499,"1,481",475,25,43.26,36.61
2/15/2019,2/14/2019,500-549,"1,706",524,26,45.55,40.1
2/15/2019,2/14/2019,550/up,920,588,27.86,46.17,41.07
2/14/2019,2/13/2019,300-399,"1,026",370,19,40,31.12
2/14/2019,2/13/2019,400-449,"1,443",425,18,41,30.94
2/14/2019,2/13/2019,450-499,"2,103",474,20,43,36.1
2/14/2019,2/13/2019,500-549,"1,097",524,32,46.74,39.22
2/14/2019,2/13/2019,550/up,893,588,37,47.13,40.66
2/13/2019,2/12/2019,300-399,"1,031",373,18,40,29.34
2/13/2019,2/12/2019,400-449,"1,244",427,17,41.25,31.01
2/13/2019,2/12/2019,450-499,"1,521",475,24,42,36.38
2/13/2019,2/12/2019,500-549,"1,941",522,25,45.25,39.01
2/13/2019,2/12/2019,550/up,734,586,34.82,44,39.03
2/12/2019,2/11/2019,300-399,"1,118",368,17,39,29.64
2/12/2019,2/11/2019,400-449,985,426,17.5,41.25,30.58
2/12/2019,2/11/2019,450-499,985,474,24,42,34.27
2/12/2019,2/11/2019,500-549,"1,731",524,32.72,44.5,38.08
2/12/2019,2/11/2019,550/up,638,589,34.77,43,37.99
2/11/2019,2/8/2019,300-399,"1,357",372,17,40,28.84
2/11/2019,2/8/2019,400-449,"1,018",427,17,40.25,29.09
2/11/2019,2/8/2019,450-499,"1,722",474,16,41,33.39
2/11/2019,2/8/2019,500-549,"1,389",523,22,44,37.61
2/11/2019,2/8/2019,550/up,802,590,33,43.34,38.49
2/8/2019,2/7/2019,300-399,"1,078",367,16,39,28.52
2/8/2019,2/7/2019,400-449,"1,291",426,18,40,28.6
2/8/2019,2/7/2019,450-499,"1,988",474,22,41,33.57
2/8/2019,2/7/2019,500-549,"1,406",524,22,43.33,35.57
2/8/2019,2/7/2019,550/up,838,586,32.13,45.75,36.77
2/7/2019,2/6/2019,300-399,"1,323",366,16,39.5,28.63
2/7/2019,2/6/2019,400-449,"1,539",426,16,39.5,27.18
2/7/2019,2/6/2019,450-499,"1,872",475,21,39.79,33.44
2/7/2019,2/6/2019,500-549,"1,326",523,24,42,34.63
2/7/2019,2/6/2019,550/up,706,588,29,42.35,36.04
2/6/2019,2/5/2019,300-399,"1,513",374,16,38,26.34
2/6/2019,2/5/2019,400-449,"1,400",427,17,38,28.41
2/6/2019,2/5/2019,450-499,"1,596",474,17,39.98,32.54
2/6/2019,2/5/2019,500-549,"1,643",522,24.76,42.42,34.25
2/6/2019,2/5/2019,550/up,793,590,28,39,35.22
2/5/2019,2/4/2019,300-399,"1,023",368,15,36,26.86
2/5/2019,2/4/2019,400-449,"1,282",426,17,36.25,27.16
2/5/2019,2/4/2019,450-499,"1,727",476,16,38.18,32.13
2/5/2019,2/4/2019,500-549,"2,236",523,21,38,34.22
2/5/2019,2/4/2019,550/up,762,586,32.3,38,34.26
2/4/2019,2/1/2019,300-399,"1,077",370,14,36,27.05
2/4/2019,2/1/2019,400-449,"1,156",427,15,36,25.1
2/4/2019,2/1/2019,450-499,"1,426",475,14,36.66,29.64
2/4/2019,2/1/2019,500-549,"1,197",524,21,37,32.48
2/4/2019,2/1/2019,550/up,"1,085",584,23,38,34.38
2/1/2019,1/31/2019,300-399,"1,096",366,13.75,36.5,25.86
2/1/2019,1/31/2019,400-449,850,426,16,36.5,25.59
2/1/2019,1/31/2019,450-499,750,473,21,36.5,29.89
2/1/2019,1/31/2019,500-549,"1,072",523,23.4,37.97,33.66
2/1/2019,1/31/2019,550/up,369,588,23.4,36.5,32.87
1/31/2019,1/30/2019,300-399,"1,619",366,15,36,27.42
1/31/2019,1/30/2019,400-449,"1,227",424,20,36.25,27.69
1/31/2019,1/30/2019,450-499,"1,364",474,21,37,30.92
1/31/2019,1/30/2019,500-549,"1,897",523,22.58,38,34.97
1/31/2019,1/30/2019,550/up,338,590,25,38,32.88
1/30/2019,1/29/2019,300-399,940,370,15,28,24.48
1/30/2019,1/29/2019,400-449,885,424,14,28,25.02
1/30/2019,1/29/2019,450-499,"1,220",474,21,34.5,28.94
1/30/2019,1/29/2019,500-549,"1,326",524,23.59,33.89,31.81
1/30/2019,1/29/2019,550/up,596,587,26.25,34.77,32.72
1/29/2019,1/28/2019,300-399,893,372,15,36,27.12
1/29/2019,1/28/2019,400-449,"1,349",425,15.25,36.25,27.46
1/29/2019,1/28/2019,450-499,"1,467",474,23.68,37,30.18
1/29/2019,1/28/2019,500-549,"1,665",524,29.89,38,33.92
1/29/2019,1/28/2019,550/up,869,589,31.88,38.09,34.4
1/28/2019,1/25/2019,300-399,"1,224",375,15,36,26.94
1/28/2019,1/25/2019,400-449,"1,186",424,15,36,26.27
1/28/2019,1/25/2019,450-499,"1,156",475,16,37,29.16
1/28/2019,1/25/2019,500-549,"1,576",523,22,38.18,33.57
1/28/2019,1/25/2019,550/up,811,580,31.88,38.9,34.06
1/25/2019,1/24/2019,300-399,"1,277",370,15,36,26.23
1/25/2019,1/24/2019,400-449,"1,205",427,20,36.25,26.06
1/25/2019,1/24/2019,450-499,"1,595",474,21.69,37.66,30.15
1/25/2019,1/24/2019,500-549,"1,651",525,23.03,38,32.71
1/25/2019,1/24/2019,550/up,794,582,23.03,38.18,34.28
1/24/2019,1/23/2019,300-399,"1,613",368,17,37,26.35
1/24/2019,1/23/2019,400-449,"1,237",426,15,37.25,26.56
1/24/2019,1/23/2019,450-499,"1,802",476,15,38.11,30.96
1/24/2019,1/23/2019,500-549,"1,600",524,22.5,39,33.68
1/24/2019,1/23/2019,550/up,748,588,27.5,39,33.84
1/23/2019,1/22/2019,300-399,"1,600",372,15,36.5,26.21
1/23/2019,1/22/2019,400-449,"1,178",427,20,36.5,27.22
1/23/2019,1/22/2019,450-499,"1,703",475,16,36.5,30.36
1/23/2019,1/22/2019,500-549,"1,485",524,23.7,36.5,32.92
1/23/2019,1/22/2019,550/up,597,588,27,37,33.97
1/22/2019,1/21/2019,300-399,630,370,16,38.5,29.27
1/22/2019,1/21/2019,400-449,"1,001",426,17,38.5,27.65
1/22/2019,1/21/2019,450-499,"1,268",475,21,38.5,30.39
1/22/2019,1/21/2019,500-549,"1,231",524,26.91,39,34.69
1/22/2019,1/21/2019,550/up,754,586,32.62,39,35.77
1/21/2019,1/18/2019,300-399,899,372,16,38,28.1
1/21/2019,1/18/2019,400-449,"1,570",424,16,38.83,27.99
1/21/2019,1/18/2019,450-499,"1,922",475,23,38.5,32.56
1/21/2019,1/18/2019,500-549,"1,413",524,23,39.71,33.97
1/21/2019,1/18/2019,550/up,818,584,32.27,40,35.59
1/18/2019,1/17/2019,300-399,"1,343",371,16,38,27.29
1/18/2019,1/17/2019,400-449,"1,352",425,17,37.75,26.89
1/18/2019,1/17/2019,450-499,"1,362",473,22,38.5,31.02
1/18/2019,1/17/2019,500-549,"1,929",524,24.95,39.96,35.57
1/18/2019,1/17/2019,550/up,891,586,30.5,40,35.97
1/17/2019,1/16/2019,300-399,"1,077",370,17,37,28.59
1/17/2019,1/16/2019,400-449,"1,256",425,18,39.25,27.94
1/17/2019,1/16/2019,450-499,"1,509",474,23,40,31.75
1/17/2019,1/16/2019,500-549,"1,732",524,24.74,41,35.74
1/17/2019,1/16/2019,550/up,793,590,30,41,35.99
1/16/2019,1/15/2019,300-399,"1,585",371,17,37,28.5
1/16/2019,1/15/2019,400-449,"1,147",425,17,37.5,28.54
1/16/2019,1/15/2019,450-499,"1,676",474,23.5,38,32.4
1/16/2019,1/15/2019,500-549,"1,199",523,29.5,38.5,34.57
1/16/2019,1/15/2019,550/up,716,590,31,39,35.88
1/15/2019,1/14/2019,300-399,706,374,18,37,28.71
1/15/2019,1/14/2019,400-449,"1,034",425,17,37.75,29.69
1/15/2019,1/14/2019,450-499,"1,258",476,22,40,32.79
1/15/2019,1/14/2019,500-549,"1,368",524,32.8,40.78,36.21
1/15/2019,1/14/2019,550/up,"1,071",586,34.66,42.42,37.5
1/14/2019,1/11/2019,300-399,"1,111",372,18,38.5,29.68
1/14/2019,1/11/2019,400-449,"1,178",427,18,39,29.53
1/14/2019,1/11/2019,450-499,"1,119",476,25,39.5,33.01
1/14/2019,1/11/2019,500-549,"1,768",524,31.5,43.07,37.14
1/14/2019,1/11/2019,550/up,849,582,35.66,41.41,37.52
1/11/2019,1/10/2019,300-399,"1,326",372,23.62,38.5,29.67
1/11/2019,1/10/2019,400-449,"1,157",425,18,40.25,29.48
1/11/2019,1/10/2019,450-499,"1,570",475,24.64,41,33.12
1/11/2019,1/10/2019,500-549,"1,521",522,25,42.95,36.03
1/11/2019,1/10/2019,550/up,"1,119",587,26.45,42,37.68
1/10/2019,1/9/2019,300-399,"1,211",373,18,41.25,30.35
1/10/2019,1/9/2019,400-449,"1,423",427,19,45.59,29.12
1/10/2019,1/9/2019,450-499,"1,821",474,19,46.09,33.5
1/10/2019,1/9/2019,500-549,"1,615",524,26.23,47.59,36.81
1/10/2019,1/9/2019,550/up,881,582,32.5,43,37.79
1/9/2019,1/8/2019,300-399,"1,207",372,18,39,29.66
1/9/2019,1/8/2019,400-449,"1,112",425,19.5,41.25,30.24
1/9/2019,1/8/2019,450-499,"1,611",475,25,39.5,34.12
1/9/2019,1/8/2019,500-549,"1,588",523,20,43,36.95
1/9/2019,1/8/2019,550/up,960,586,33.84,43,37.96
1/8/2019,1/7/2019,300-399,997,374,19,38,31.76
1/8/2019,1/7/2019,400-449,"1,205",425,20,42.25,33.79
1/8/2019,1/7/2019,450-499,"1,813",477,25,43,34.45
1/8/2019,1/7/2019,500-549,"2,003",523,30.77,44,37.3
1/8/2019,1/7/2019,550/up,"1,050",585,35.86,44,38.69
1/7/2019,1/4/2019,300-399,987,371,19,38.5,30.79
1/7/2019,1/4/2019,400-449,"1,331",426,19,42.25,30.07
1/7/2019,1/4/2019,450-499,"1,235",476,24,43,34.47
1/7/2019,1/4/2019,500-549,"1,812",523,30,44,37.44
1/7/2019,1/4/2019,550/up,836,586,32.5,44,37.85
1/4/2019,1/3/2019,300-399,"1,295",372,19,38,30.82
1/4/2019,1/3/2019,400-449,"1,205",425,20,43.25,30.17
1/4/2019,1/3/2019,450-499,"1,687",474,25,44,33.7
1/4/2019,1/3/2019,500-549,"1,419",523,20,45,38.08
1/4/2019,1/3/2019,550/up,755,584,27.26,45,38.58
1/3/2019,1/2/2019,300-399,"1,236",367,20,39.5,32.09
1/3/2019,1/2/2019,400-449,"1,563",426,20,43.25,32.02
1/3/2019,1/2/2019,450-499,"2,096",474,24,44.36,36.13
1/3/2019,1/2/2019,500-549,"1,678",523,25,45,37.87
1/3/2019,1/2/2019,550/up,815,582,31.5,45,38.45
1/2/2019,12/31/2018,300-399,0,,,,
1/2/2019,12/31/2018,400-449,118,428,,,
1/2/2019,12/31/2018,450-499,198,484,,,
1/2/2019,12/31/2018,500-549,305,533,,,
1/2/2019,12/31/2018,550/up,161,584,,,
12/31/2018,12/28/2018,300-399,742,372,28.3,39.5,33.02
12/31/2018,12/28/2018,400-449,921,426,30.34,43.25,33.56
12/31/2018,12/28/2018,450-499,"2,185",475,27,44,36.86
12/31/2018,12/28/2018,500-549,"1,778",524,32.1,45.6,38.27
12/31/2018,12/28/2018,550/up,885,586,35,45,39.68
12/28/2018,12/27/2018,300-399,"1,110",372,21,40,31.48
12/28/2018,12/27/2018,400-449,"1,366",426,19,43.43,31.92
12/28/2018,12/27/2018,450-499,"1,518",474,24,44,34.94
12/28/2018,12/27/2018,500-549,"1,677",524,27.17,45,39.22
12/28/2018,12/27/2018,550/up,671,586,35,46,40.1
12/27/2018,12/26/2018,300-399,"1,334",369,20,42,30.56
12/27/2018,12/26/2018,400-449,927,426,20,43,30.69
12/27/2018,12/26/2018,450-499,"1,034",474,26,46,35.52
12/27/2018,12/26/2018,500-549,755,524,28.17,47,37.91
12/27/2018,12/26/2018,550/up,451,586,37,48,39.88
12/24/2018,12/21/2018,300-399,"1,149",372,20,41.25,32.04
12/24/2018,12/21/2018,400-449,"1,481",428,20,44.69,31.75
12/24/2018,12/21/2018,450-499,"1,873",475,24.98,45.83,37.08
12/24/2018,12/21/2018,500-549,"2,277",523,22,45.25,39.18
12/24/2018,12/21/2018,550/up,"1,103",584,38.16,46,40.64
12/21/2018,12/20/2018,300-399,822,371,21,43,32.22
12/21/2018,12/20/2018,400-449,"1,055",426,20,44.75,31.12
12/21/2018,12/20/2018,450-499,"1,332",474,26,45.5,36.57
12/21/2018,12/20/2018,500-549,"1,424",524,27,47.26,40.23
12/21/2018,12/20/2018,550/up,616,583,38.6,46.89,42.99
12/20/2018,12/19/2018,300-399,"1,267",372,22,43.5,32.61
12/20/2018,12/19/2018,400-449,"1,313",424,22,45.25,32.38
12/20/2018,12/19/2018,450-499,"1,328",472,27,46,35.43
12/20/2018,12/19/2018,500-549,"1,626",524,29.3,47,41.2
12/20/2018,12/19/2018,550/up,928,588,36,47.5,40.98
12/19/2018,12/18/2018,300-399,"1,080",370,22,41,32.38
12/19/2018,12/18/2018,400-449,941,425,21,45.25,33.68
12/19/2018,12/18/2018,450-499,"1,706",475,27.25,43.71,38.35
12/19/2018,12/18/2018,500-549,"1,977",524,30.07,46.5,40.75
12/19/2018,12/18/2018,550/up,782,583,37.5,47.25,41.93
12/18/2018,12/17/2018,300-399,"1,239",371,21,43,32.38
12/18/2018,12/17/2018,400-449,"1,497",426,22,45.75,33.89
12/18/2018,12/17/2018,450-499,"1,245",474,26,46.5,37.22
12/18/2018,12/17/2018,500-549,"2,503",524,35,49.06,42.73
12/18/2018,12/17/2018,550/up,826,590,36,47.5,42.14
12/17/2018,12/14/2018,300-399,"1,381",368,21,43.25,33.08
12/17/2018,12/14/2018,400-449,"1,486",425,21,45.75,33.19
12/17/2018,12/14/2018,450-499,"1,519",474,26,46.69,37.75
12/17/2018,12/14/2018,500-549,"1,580",523,36.5,46.5,41.2
12/17/2018,12/14/2018,550/up,981,587,37.5,48.08,43.02
12/14/2018,12/13/2018,300-399,941,370,21,43.25,33.11
12/14/2018,12/13/2018,400-449,"1,360",427,23,46.25,34.56
12/14/2018,12/13/2018,450-499,"1,464",476,27.72,47,38.62
12/14/2018,12/13/2018,500-549,"1,415",525,29.69,48,42.62
12/14/2018,12/13/2018,550/up,812,587,40,48,42.38
12/13/2018,12/12/2018,300-399,"1,279",371,22,42.25,32.94
12/13/2018,12/12/2018,400-449,"1,048",425,22,46.25,33.52
12/13/2018,12/12/2018,450-499,"1,399",475,28.25,47,37.73
12/13/2018,12/12/2018,500-549,"1,555",524,30.2,48,41.78
12/13/2018,12/12/2018,550/up,612,587,38,48,42.3
12/12/2018,12/11/2018,300-399,"1,321",366,22,43.5,33.54
12/12/2018,12/11/2018,400-449,"1,056",426,22,44.25,35.01
12/12/2018,12/11/2018,450-499,"1,275",475,29,47.5,38.08
12/12/2018,12/11/2018,500-549,"1,662",524,37.5,48.9,42.63
12/12/2018,12/11/2018,550/up,"1,337",585,38.5,49.88,43.77
12/11/2018,12/10/2018,300-399,"1,020",371,23,44.25,33.79
12/11/2018,12/10/2018,400-449,"1,287",426,23,46.75,34.95
12/11/2018,12/10/2018,450-499,"1,436",475,28,48,39.51
12/11/2018,12/10/2018,500-549,"1,638",524,29,48.5,42.32
12/11/2018,12/10/2018,550/up,650,584,39.5,50.14,43.51
12/10/2018,12/7/2018,300-399,"1,221",372,24.25,45,35.86
12/10/2018,12/7/2018,400-449,"1,315",425,22,47.25,35.72
12/10/2018,12/7/2018,450-499,"1,296",474,30,48,39.5
12/10/2018,12/7/2018,500-549,"1,233",524,39.5,49.5,43.83
12/10/2018,12/7/2018,550/up,909,590,40.5,50.15,44.87
12/7/2018,12/6/2018,300-399,866,365,22,44.5,34.39
12/7/2018,12/6/2018,400-449,"1,033",426,23,45.25,36.07
12/7/2018,12/6/2018,450-499,"1,088",475,28,48.5,38.79
12/7/2018,12/6/2018,500-549,"1,674",524,29.89,49.86,42.85
12/7/2018,12/6/2018,550/up,887,581,33.22,50.09,44.76
12/6/2018,12/5/2018,300-399,"1,162",371,23,46.75,35.14
12/6/2018,12/5/2018,400-449,"1,269",426,25,48.75,35.37
12/6/2018,12/5/2018,450-499,"1,444",476,30,50.3,40.83
12/6/2018,12/5/2018,500-549,"1,668",524,31.5,50.5,43.74
12/6/2018,12/5/2018,550/up,730,588,32.19,50.53,44.38
12/5/2018,12/4/2018,300-399,"1,409",373,30,47,35.82
12/5/2018,12/4/2018,400-449,"1,119",424,24,49.25,36.5
12/5/2018,12/4/2018,450-499,"1,292",474,29,50,39.73
12/5/2018,12/4/2018,500-549,"2,045",522,30,51,44.84
12/5/2018,12/4/2018,550/up,713,583,31,51,44.67
12/4/2018,12/3/2018,300-399,929,371,25,46.5,36.77
12/4/2018,12/3/2018,400-449,"1,307",425,24,49.75,37.19
12/4/2018,12/3/2018,450-499,"1,452",475,33.73,50.5,42.02
12/4/2018,12/3/2018,500-549,"2,717",522,29,51.69,45.51
12/4/2018,12/3/2018,550/up,"1,035",585,42.52,51.5,45.99
12/3/2018,11/30/2018,300-399,"1,128",370,25,47.75,37.24
12/3/2018,11/30/2018,400-449,"1,218",425,24,49.75,37.46
12/3/2018,11/30/2018,450-499,"1,525",474,25,50.5,42.59
12/3/2018,11/30/2018,500-549,"1,776",523,41.11,51.5,45.11
12/3/2018,11/30/2018,550/up,934,582,43.11,51.5,45.97
11/30/2018,11/29/2018,300-399,948,370,29.97,47,35.75
11/30/2018,11/29/2018,400-449,"1,204",427,25,50.25,36.33
11/30/2018,11/29/2018,450-499,"1,415",473,25,51,38.97
11/30/2018,11/29/2018,500-549,"2,061",525,31.98,52,45.99
11/30/2018,11/29/2018,550/up,924,585,34.42,52,46.21
11/29/2018,11/28/2018,300-399,"1,093",370,25,47,37.13
11/29/2018,11/28/2018,400-449,"1,019",425,27,49.75,37.53
11/29/2018,11/28/2018,450-499,"1,519",475,31.82,50.88,41.39
11/29/2018,11/28/2018,500-549,"1,314",523,31,51.35,45.17
11/29/2018,11/28/2018,550/up,779,584,42.8,51.5,46.48
11/28/2018,11/27/2018,300-399,"1,132",369,25,48.75,37.25
11/28/2018,11/27/2018,400-449,988,425,25.94,50.75,38.48
11/28/2018,11/27/2018,450-499,"1,783",474,30.94,51.5,43.5
11/28/2018,11/27/2018,500-549,"1,484",524,35.01,52.5,46.78
11/28/2018,11/27/2018,550/up,820,585,35.01,52.5,46.95
11/27/2018,11/26/2018,300-399,"1,225",366,24,49,36.44
11/27/2018,11/26/2018,400-449,"1,026",425,27,49.75,38.17
11/27/2018,11/26/2018,450-499,"1,485",474,32,50.5,42.23
11/27/2018,11/26/2018,500-549,"1,294",522,40.58,51.25,44.79
11/27/2018,11/26/2018,550/up,638,585,42.25,52,45.79
11/26/2018,11/23/2018,300-399,463,366,25,48.5,37.97
11/26/2018,11/23/2018,400-449,838,425,25,51.25,35.4
11/26/2018,11/23/2018,450-499,307,475,25,52,46.52
11/26/2018,11/23/2018,500-549,665,526,43.5,53,50.34
11/26/2018,11/23/2018,550/up,171,585,46,53,49.35
11/23/2018,11/22/2018,300-399,"1,034",368,28.5,49,38.82
11/23/2018,11/22/2018,400-449,"1,063",426,27,51.25,38.77
11/23/2018,11/22/2018,450-499,"1,591",474,32.31,52,42.29
11/23/2018,11/22/2018,500-549,"1,639",524,33,53,47.4
11/23/2018,11/22/2018,550/up,812,590,44,53,48.19
11/23/2018,11/21/2018,300-399,"1,034",368,28.5,49,38.82
11/23/2018,11/21/2018,400-449,"1,063",426,27,51.25,38.77
11/23/2018,11/21/2018,450-499,"1,591",474,32.31,52,42.29
11/23/2018,11/21/2018,500-549,"1,639",524,33,53,47.4
11/23/2018,11/21/2018,550/up,812,590,44,53,48.19
11/21/2018,11/20/2018,300-399,"1,452",374,31,48.5,38.26
11/21/2018,11/20/2018,400-449,"1,038",426,26,51.25,39.77
11/21/2018,11/20/2018,450-499,"1,114",472,31,52,43.52
11/21/2018,11/20/2018,500-549,"1,903",523,33,53,47.36
11/21/2018,11/20/2018,550/up,903,585,42,53.45,48.33
11/20/2018,11/19/2018,300-399,883,365,25,48.25,39.18
11/20/2018,11/19/2018,400-449,893,426,25,49.25,39.74
11/20/2018,11/19/2018,450-499,"1,791",474,30,52.5,44.46
11/20/2018,11/19/2018,500-549,"1,414",524,30,53.5,47.1
11/20/2018,11/19/2018,550/up,"1,209",586,45.1,54.5,49.39
11/19/2018,11/16/2018,300-399,"1,259",368,25,49,39.43
11/19/2018,11/16/2018,400-449,"1,183",427,24,51.75,40.03
11/19/2018,11/16/2018,450-499,"1,498",474,30,52.5,43.22
11/19/2018,11/16/2018,500-549,"1,967",526,33,53.5,47.97
11/19/2018,11/16/2018,550/up,730,588,42.5,53.5,47.64
11/16/2018,11/15/2018,300-399,"1,105",368,24,48.5,36.92
11/16/2018,11/15/2018,400-449,"1,187",426,28.75,49.5,37.35
11/16/2018,11/15/2018,450-499,"1,607",474,26,53,43.32
11/16/2018,11/15/2018,500-549,"1,752",523,33,54,47.39
11/16/2018,11/15/2018,550/up,755,584,43.67,54.04,49.21
11/15/2018,11/14/2018,300-399,"1,150",370,28,49,38.54
11/15/2018,11/14/2018,400-449,"1,370",426,30,52.25,39.36
11/15/2018,11/14/2018,450-499,"1,571",474,25,50.5,42.14
11/15/2018,11/14/2018,500-549,"1,703",522,33.94,54,47.68
11/15/2018,11/14/2018,550/up,670,590,43,54,48.75
11/14/2018,11/13/2018,300-399,"1,458",371,25,49,38.8
11/14/2018,11/13/2018,400-449,"1,377",424,30,52.25,40.87
11/14/2018,11/13/2018,450-499,"1,348",474,26.5,53,42.93
11/14/2018,11/13/2018,500-549,"1,670",523,34.18,54,46.81
11/14/2018,11/13/2018,550/up,991,586,45.03,56.13,49.91
11/13/2018,11/12/2018,300-399,"1,085",366,26,49,38.57
11/13/2018,11/12/2018,400-449,"1,213",427,25,52.25,40.21
11/13/2018,11/12/2018,450-499,"1,346",474,32,53,44.68
11/13/2018,11/12/2018,500-549,"2,211",523,32,54,48.11
11/13/2018,11/12/2018,550/up,"1,526",591,44,54.82,50.32
11/12/2018,11/9/2018,300-399,"1,272",373,25,49,37.38
11/12/2018,11/9/2018,400-449,"1,125",427,26,51.75,37.58
11/12/2018,11/9/2018,450-499,"1,219",474,30,52.5,44.1
11/12/2018,11/9/2018,500-549,"1,921",524,38,54.14,47.67
11/12/2018,11/9/2018,550/up,963,587,43.83,53.5,48.41
11/9/2018,11/8/2018,300-399,"1,035",369,29,48.75,38.56
11/9/2018,11/8/2018,400-449,"1,292",424,26,51.75,38.14
11/9/2018,11/8/2018,450-499,"1,297",475,25,52.5,43.25
11/9/2018,11/8/2018,500-549,"1,277",524,32.29,55.18,47.72
11/9/2018,11/8/2018,550/up,"1,186",588,43.5,54.88,49.97
11/8/2018,11/7/2018,300-399,"1,018",367,26,49.25,38.75
11/8/2018,11/7/2018,400-449,"1,194",427,25,50.25,37.75
11/8/2018,11/7/2018,450-499,"1,096",476,29,51.25,43.06
11/8/2018,11/7/2018,500-549,"1,385",524,33.81,53.74,48.13
11/8/2018,11/7/2018,550/up,824,584,44.5,53.75,49.94
11/7/2018,11/6/2018,300-399,"1,093",374,25,49,39.97
